cell_type,n_cells,zp3_pos_pct,zp3_high_pct,zp3_mean,zp3_median
TAM_Macrophage,311,8.038585209003216,8.038585209003216,0.15486995381666585,-0.07757230959150727
Malignant,420,1.4285714285714286,1.4285714285714286,0.06639300911694275,-0.07757230959150727
Oligodendrocyte,1591,0.6913890634820867,0.6913890634820867,-0.041953650748420175,-0.07757230959150727
NK,4076,0.5888125613346418,0.5888125613346418,-0.022991280766603915,-0.07757230959150727
Astrocyte,977,0.3070624360286592,0.3070624360286592,-0.04906130435354024,-0.07757230959150727
