dataset,gene,or,p,zp3pos_pct,zp3neg_pct
GBM (GSE141982),TREM2,12.61002886002886,1.0731083132597562e-16,36.231884057971016,4.311524774158226
GBM (GSE141982),CD163,3.81505376344086,0.0039767884555738,10.144927536231885,2.8743498494388176
GBM (GSE141982),MRC1,0.4820965594562399,0.4373833884928965,2.898550724637681,5.830823980290172
GBM (GSE141982),CSF1R,7.6371051718153415,1.5188510432470434e-12,37.68115942028985,7.336435806186696
